drama_id,drama_name,native_name,year,synopsis,genres,tags,director,sc_writer,country,type,tot_eps,ep_duration,start_dt,end_dt,aired_on,org_net,tot_user_score,tot_num_user,tot_watched,content_rt,rank,popularity
3fff2f18a51c01b17b9f4f0ccde3ab7a6943b1d669190c4111c575c38f9cf98e,Senior Love Me?,Senior love me? รุ่นพี่รักผมยัง,2023,"The story of Bam who happens to work at the same cafe as the senior he secretly likes. For some reason, both of them had to simulate being a lovers. Until causing a feeling that is difficult to explain.","Romance,  Youth","Co-workers' Relationship, Workplace Setting, Café Setting, Gay Male Lead, Gay Romance, Workplace Romance, LGBTQ+, Miniseries, First Love, Breaking The Fourth Wall",,,Thailand,Drama,2,1140,7/7/23,10/7/23,,,7.2,164,541,Not Yet Rated,7661,10384
3e6b9ec7c11748fe34c595020bf7ed7a5cef20347a95830cac31ec2a2a1c442f,Norrasing,นรสิงห์,2023,,"Drama,  Fantasy","Videographer Supporting Character, Deity-Human Relationship, News Director Supporting Character, Archaeologist Supporting Character, Deity Supporting Character, Magician Supporting Character, Police Officer Supporting Character, Criminal Supporting Character, Journalist Female Lead, Supernatural Power",,['Ta Sirirat Buahiran'],Thailand,Drama,24,2820,6/7/23,9/8/23,"Monday, Tuesday, Wednesday, Thursday, Friday",Channel 3,7.7,4,35,G - All Ages,45705,99999
29e1af8ce4efa3c3bace40a72a0b973d872e97c87ed183b1b9165e45f9875595,Get Rich,เปิด โรงเรียน ปล้น,2023,"What is a good life? Rose is a brilliant scholarship holder at Sudruethai School, an institution with many connections that can make her go to a good school ranking in the future. However, when Rose stepped into this school, she realized that in order to get a good life in this country, money is everything. Everything revolves around money and parental connections.The one who uses it so much is Lily, the school queen, whose father is one of the members of the Parents' Association. Rose, a scholarship student who was pulled into the last chain of this school, had to get up, robbing and taking back what students deserve alongside Surf, a quiet but clever scholarship student and Boo, a crazy Taekwondo athlete.",Youth,"Student Supporting Character, Student Female Lead, Student Male Lead, School Setting, Principal Supporting Character, Teenager Supporting Character, Teenager Female Lead, Teenager Male Lead, High School",['Paradorn Vesurai'],"['Yod Chiangmun Ngamkanokwan', 'Chanchana Homsap', 'Kanokphan Ornrattanasakul', 'Issaraporn Kuntisuk', 'Jinna Kongma', 'Puk Siripohn Chorjiang']",Thailand,Drama,16,2880,5/7/23,24/8/23,"Wednesday, Thursday",ViuTV,7.9,23,247,G - All Ages,43356,15277
6193d6cc5f118d5aa4a0d584c386ec9c4fd9356dadf8a33f8b2b46d055b7677d,Love on Delivery,สาวใช้ดิลิเวอรี,2023,"Because of her mother's promise, she must come back and take care of him. Kulthida, a Thai-American with a high IQ, is sent to Thailand for six months to be the maid for Rawita widower who has left his life remain in ruinsand also take care of his son Ramil. If she is unable to successfully complete this task, Kulthida will fail to be the manager of the company Made to Your Home, which has always been a dream of hers. Her mission isn't only taking care of father and son, but also taking care of the assets of the Phiphatphong family which has led the family to be divided and fiercely competitive for money and property. ","Comedy,  Romance",(Vote or add tags),['Vee Veraparb Suparbpaiboon'],['Palapon Pongpat'],Thailand,Drama,30,3060,3/7/23,15/8/23,"Monday, Tuesday, Wednesday, Thursday, Friday",Channel 7,7.8,6,140,G - All Ages,44258,99999
e68b0d42ba64587fc5f7c6ebd664de3cc39a8ed6baea1f1ac14f3e60ba201039,When a Snail Falls in Love,เมื่อหอยทากมีรัก,2023,"Vita is a rookie genius in psychological research. Her brain works as if there were a rapid generator in it. In fact, it is a gifted talent as a snail. Upon joining the police force, she is facing the fate of getting removed due to her weak physique. Since Officer Prach is the only one that can help her, Vita tries everything to make Prach take her in as his mentee. As the captain of the Police Investigators Team (PTI), Prach is one of the few brilliant, experienced, and skilled investigators. At first, Prach does not take a liking to Vita. Besides, both are not on the same page regarding how to deal with cases. However, having joined hands and solved a series of cases, Prach begins to fancy this innocent yet witty mentee of his. Alas, Vita, who is as dull as a snail, does not feel Prach's love. When the two of them are talking about love and cases, the spooky serial killer is back. Prach and Vita finally acknowledge their feelings toward one another in the face of danger. Prach has always been bothered by the Luger case, which has reopened. The lovers once again join hands to embark on an extremely menacing journey of catching the criminal.","Thriller,  Mystery,  Romance","Police Department Setting, Criminal Profiler Female Lead, Detective Male Lead, Investigation, Crime, Blind Supporting Character, Brother-Sister Relationship, Height Difference, Human Trafficking, Visually Impaired Supporting Character",['Songsak Mongkolthong'],"['Kim Kimhant Kanjanasomjai', 'Napak Traicharoendetch']",Thailand,Drama,20,2640,30/6/23,15/7/23,"Friday, Saturday, Sunday",Tencent Video,7.8,664,2233,Not Yet Rated,3281,4472
205dc0d5ea57da2deb9fd8f1f006d07608497db84bb699d495e0ac6545602b39,Delete,Delete,2023,"After stumbling on a device that can make other people disappear, a man and woman entangled in an affair devise a plan to start a new life together. ","Thriller,  Mystery,  Drama,  Sci-Fi","Student Supporting Character, Writer Male Lead, Photographer Supporting Character, Detective Supporting Character, Extramarital Affair, Miniseries, Kidnapping, Investigation, Suspense",,"['Claire Jirassaya Wongsutin', 'Meen Tossaphon Riantong']",Thailand,Drama,8,2700,28/6/23,28/6/23,Wednesday,Netflix,7.7,362,1030,18+ Restricted (violence & profanity),4332,7289
830249764c05c82ed3931c183ba04cb225d25529961b94303ef7e0b4214d8d93,Dinosaur Love,ไดโนซอร์รัก,2023,"Bunny-cute university student Rak's partner cheats on him with Rak's own best friend. This new period of hurt gives bad boy hazer Dino the opportunity to hit on Rak straightforwardly. Dino isn't afraid to make his feelings known. Unwavering, he waits for his junior to be shaken and open his heart to going out with him. ","Comedy,  Romance","Student Male Lead, School Setting, Gay Male Lead, Mild Gore, Gay Romance, Social Media, University, Steamy Kiss, LGBTQ+, Miniseries","['Tonnam Piamchon Damrongsunthornchai', 'Zaanook Jukkroww Nipitpon Muangsinun']",,Thailand,Drama,10,2400,25/6/23,27/8/23,Sunday,,6,1797,5991,18+ Restricted (violence & profanity),9317,2130
31ba2bda6dc1bf49e1985478ef6cbf1a55575e909326ebd586415b6156664e0d,Home School,Home School นักเรียนต้องขัง,2023,"Home School is a boarding school in the middle of a remote forest. Every three years, the school selects new students who meet their criteria, each generation comprising no more than thirteen students. The students spend a total of three years at the school. The school's meant to appeal to wealthy students with its unique curriculum and all the comforts of home. However, Home School seems more like a prison than a school with its strict rules and stark isolation. ","Thriller,  Mystery,  Youth","Student Female Lead, Student Male Lead, Teenager Female Lead, Teenager Male Lead, Boarding School, Multiple Mains, Autistic Male Lead, Suspense, Slight Romance, High School",['Fon Kanittha Kwunyoo'],"['Lalil Kittitanaphan', 'Naphat Chitveerapat', 'Nichaphat Buranadilok']",Thailand,Drama,18,3300,9/6/23,4/8/23,Friday,Amazon Prime,8.3,2110,10998,13+ - Teens 13 or older,1036,1241
0583379a510c9092675c1b9058e1637addfd2cb1146629c462ea372b74cd283d,Nobody's Happy if I'm Not,แค้น,2023,"Her belief and trust were destroyed by the person who she loves the most. In spite of losing her home and family business, a light hearted young girl, Muanprae, became a woman who has nothing to lose and put everything for the revenge to her own aunt, Prangtong. Muanprae was deeply wounded by her cold-hearted aunt. The burning vengeance is so strong and would stop at nothing even though it might hurt people around her. Coming into their world, understanding as he comes, Pithan is cutting the trail of love and forgiveness toward Muanprae and Prangtong. It not an easy task and still, he might get burn as well.","Romance,  Drama",Adapted From A Novel,['Fuse Kittisak Cheewasatjasakun'],['Nuttiya Sirakornwilai'],Thailand,Drama,22,5400,7/6/23,17/8/23,"Wednesday, Thursday",Channel 3,7.9,33,429,13+ - Teens 13 or older,42697,11697
2113465739ece975a22486a4137cc9c124de70845d5b230da9bdfee6d65bf3f6,To the Moon and Back,มาตาลดา,2023,"Doctor Purim, a famous neurosurgeon, is born into a rich and well-known family. His father is a famous professor of economics and his mother is a former famous actress. With his perfect family background, his father has designed his path since he was born. Purim was never given any choice to do what he really wanted. He decides to buy a house and moves out to live alone. Since then, he has his own little peaceful space with a secret hobby that no one knows about.One day, his peaceful life ends when a new neighbor moves in. Her name is Matalada, a strange woman who loves dressing in a Bohemian style. She is raised by a single father who is gay and the owner of a cabaret in Pattaya. She had been bullied by friends since she was young. But being around kind-hearted people in the cabaret, she has been filled with a lot of love. Her father loves her and gives her a lot of freedom.Matalada buys a house in Bangkok and moves in with her aunt, a ladyboy in the cabaret who has raised her since she was little and loves her like a real daughter. One day, she finds something that looks like blood in the trash bin in front of Purims house. She enters his house and finds a bloody baby's body in his kitchen and thinks he's a murderer. Purim eats it to prove that it is not a real body. It's a Halloween cake that he made, and that is his secret hobby. Matalada tries it and finds it very delicious. She asks him to teach her how to make a birthday cake for her father. From then on, they go from strangers to acquaintances, and become close friends. Matalada, a kind-hearted woman, brings her warm family into his life and fills his lonely heart with a love that he had never received before.","Romance,  Life","Doctor Male Lead, Cheerful Female Lead, Healthy Mains’ Relationship, Supportive Parent, Nice Female Lead, LGBTQ+, Smart Male Lead, Abusive Parents, Transgender Character, Nice Male Lead",['Pawanrat Naksuriya'],,Thailand,Drama,21,4320,6/6/23,15/8/23,"Monday, Tuesday",Channel 3,8.3,470,1753,G - All Ages,876,5196
2ac3d3a06a0da87a33b1052590792566505bf18f4664d1cad21806850b01cdd1,Loneliness Society,โคตรเหงา เรา2คน,2023,"When courier Meena witnesses Arthit struck down in the road, she rushes him to a hospital. There, she's put in a position where she allows the staff to misunderstand her relationship with the patient. When his family arrives to find Meena caring for him and Arthit awakes with little memory of his relationship with Meena, it's readily attributed to amnesia. His younger brother Thann is less convinced. ","Comedy,  Romance","Sibling Rivalry, Misunderstanding, Lying, Love Triangle, Family, Age Gap [Real Life], Brothers' Relationship, Adopted Male Lead, Car Accident, Orphan Female Lead",['Koo Ekkasit Trakulkasemsuk'],['Ping Lumpraploeng'],Thailand,Drama,14,2880,5/6/23,18/7/23,"Monday, Tuesday",GMM 25 ViuTV,7.4,299,1558,13+ - Teens 13 or older,6608,5644
f42ae02e49553d67d99548c61c3701856ef3760b61de74944bcd110429551358,The Ideal Ratio: Find My 170,Find My 170,2023,"Elle believes in a theory that says her soulmate should be 1.09 times taller than herself. Looking for a woman 170 cm tall, she stumbles across Miw, a senior at her university. Elle asks her out, explaining that she's the exact height she's been looking for. Miw doesn't believe in the theory, however, so Elle endeavours to prove that they really would make the perfect couple.",Romance,"Lesbian Female Lead, Lesbian Romance, Height Difference, Miniseries, Web Series, LGBTQ+, School Setting, Short Length Series",,,Thailand,Drama,3,480,3/6/23,17/6/23,Saturday,,7,29,142,Not Yet Rated,56563,99999
1c9ff132dc11800f98991458a2e1d1424e1ecb1ad6da3324fac9713ed1d312d9,A Wildflower in the City,ดอกหญ้าป่าคอนกรีต,2023,"A story of an uptown girl who must journey to Bangkok to search for work and there, confronts difficulties from selfish people. How is she going to navigate her life around this new environment?","Life,  Melodrama","City Setting, Life Decisions, Family, Friendship",['Lakkate Wasikachart'],,Thailand,Drama,37,2400,29/5/23,18/7/23,"Monday, Tuesday, Wednesday, Thursday, Friday",GMM One,7.8,5,44,G - All Ages,44519,99999
09979d3cacb1f0dfcd5025da4ab35e6082890ce2560e92cd357376afd464b91e,The Luminous Solution,แสงส่องรัก,2023,"This isn't a normal coffee shop, it only appears when you need it most. Thana, an office worker, gets fired from his job, and his relationship with Patis, his boyfriend of nearly a decade, is in trouble. Ryou and his highschool classmate Mai have fallen in love over a long period of time, but their journey is not without its share of pain. As both couples grapple with their challenges, they find themselves drawn to the enigmatic coffee shop, where their fates are about to change. But remember, nothing worthwhile comes without effort, and every wish carries a price...","Romance,  Drama,  Fantasy","Gay Romance, Rich Male Lead, Drug Usage, Magic, Enemies To Lovers, Student Male Lead, Doctor Male Lead, Resident Doctor, LGBTQ+, Love Triangle",['Jane Kitt Botta'],"['Thanaphon Masap', 'Yaowalak Ngamyan']",Thailand,Drama,6,2700,27/5/23,1/7/23,Saturday,,6.3,1355,5590,Not Yet Rated,9259,2250
b596cd6fe43f2723e77c520e8b9fa537ae8e5916cfc484b5eae472e653e83766,Be My Favorite,บทกวีของปีแสง,2023,"Botkawi has forever been in love with Pearmai. His life is forever changed when a musical crystal ball he bought as an important gift for Pearmai transports him back in time to the age of eighteen. Everything turns upside-down. Instead of fulfilling his hopes and setting things right with Pearmai, Botkawi somehow ends up in the arms of Pisaeng. Thus begin their cat and mouse games with Pisaeng chasing after Botkawi. Old feelings for Pearmai, however, become a detriment to their blossoming romance. Enraged, Botkawi keeps twisting the crystal ball in an attempt to get his desired results.","Romance,  Life,  Supernatural","LGBTQ+, Gay Romance, Time Travel, Adapted From A Novel, Poor Man/Rich Man, Bisexual Male Lead, Love Triangle, Gay Male Lead, Insecure Male Lead, Time Altering",,['Issaraporn Kuntisuk'],Thailand,Drama,12,2820,26/5/23,11/8/23,Friday,GMM 25 ViuTV,8.1,5936,15364,13+ - Teens 13 or older,1797,896
be0f8cba4feda53451b3899dc169e249326d246597542b3aba23e9495827cf67,You Are My Universe,รักสุดใจยัยตัวแสบ,2023,"Kaew, optimistic and hard-working, continues to view life through rose-coloured glasses. She works part-time day and night to help support herself and Grandma Prai. Things take a turn for the worse when Grandma Prai dies at the hand of someone who wanted her land on the beach. Whats even more shocking is that Grandma Prai gave that land by the beach to Thian, a man she had met only a few days previously and had already signed a lease in exchange for Thian having to take care of Kaew with a promise to help her find her parents.","Comedy,  Romance,  Family,  Melodrama",Adapted From A Novel,['Kasap Sammabut'],,Thailand,Drama,29,2700,25/5/23,5/7/23,"Monday, Tuesday, Wednesday, Thursday, Friday",Channel 3,7.8,82,610,G - All Ages,44304,9737
a6092c4f53a35020d313e29c90ed0246402464b1f231be4d9064f31770fe0da8,Unhating You,ต้นร้ายปลายรัก,2023,"Rosana is the head of her family. She works hard trying to earn money to care for her sick mother. Despite her best efforts, she's laid off. In her desperation, she's willing to do anything in exchange for the assurance of her mother's care, even take on the role of a wealthy person's fake daughter in order to inherit. In the midst of an unfamiliar family, Rosana has to deal with powerful Korn, a cousin intent on proving her true identity. ","Romance,  Drama","Age Gap [Real Life], Nice Female Lead, Fake Identity, Lying, Nice Male Lead, Rich Man/Poor Woman, Family",['Man Metee Charoenpong'],['Sakunkarn Vejjajiva'],Thailand,Drama,16,4200,22/5/23,11/7/23,"Monday, Tuesday",GMM One,7.6,75,442,G - All Ages,46317,11525
af81d8c28220e5123d362ae317ee3e1a4f524119e3eb4f9c193932bce73c977f,Investigation of Love,สืบสวนสำนวนรัก,2023,"Lawyer Pat's first encounter with Wasu, an enthusiastic politician of a newer generation, doesn't go so smoothly. Fate keeps putting them in each others paths, however, and they ultimately end up working together investigating a case concerning a powerful figure, sparking a transformation in their relationship. ","Mystery,  Law","Lesbian Supporting Character, Lawyer Female Lead, Single Mother Female Lead, LGBTQ+, Investigation",['Song Theeratorn Siriphunvaraporn'],['Kim Minta Bhanaparin'],Thailand,Drama,12,,21/5/23,17/6/23,"Friday, Saturday, Sunday",,8.2,5,157,Not Yet Rated,40308,99999
1e9d0e8cd3be9a66f31f7c6c0ae2afcba972605e9bc11e8a7cb7bb92296109d4,A Match by Maid,กามเทพก้นครัว,2023,The most chaotic story of servant gangs from two high society houses that were hired to match their own masters. The obstacle is the fact that both houses have hated each other for generations. ,"Comedy,  Romance",Family Feud,,,Thailand,Drama,27,3600,16/5/23,17/7/23,"Monday, Tuesday, Wednesday",Workpoint TV,7.1,4,59,Not Yet Rated,54859,99999
2dd47b54d8208954c9d136fa40f1703db8819c8b96e6dbbbcba5da7fad4f2d7b,Marvellous Love,ฤทัยบดี,2023,"Born with psychic powers, Cho-ueang is vilified as a bad omen against the community. When she is only small, her father performs a spell to keep her hidden and Cho-ueang winds up travelling hundreds of years into the future. There, a family takes her in and renames her Panruethai.Unexpectedly, Panruethai is returned to her original era, an era she has no memory of. All she knows is her powers have strengthened. Confused, she comes across a young man, Singkham, who mistakes her for a thief and apprehends her. However, she finds herself staying with him.","Action,  Historical,  Romance,  Fantasy","Psychic Female Lead, Black Magic, Time Travel, Adapted From A Novel",['Tha Sataporn Nakwilairoj'],['Sasiwat Saengseethong'],Thailand,Drama,17,5100,15/5/23,17/7/23,"Monday, Tuesday",Channel 7,7,18,137,13+ - Teens 13 or older,56086,99999
f46ad12b333244704321e2c5c0e5ad6fd68deb762c4b6a1370456eb1eab0e183,The Family,วงศาคณาญาติ,2023,"Prim has a large family with many relatives; most of them stick around expecting a share in the family's will. She is being forced to marry Joe, one of her relatives. However, she refuses and decides to move to a university down south. There, she meets Aran, a man her family wouldn't approve of. ","Romance,  Drama","Heiress Female Lead, Disapproving Family, Satire, Big Family, Forced Marriage, Adapted From A Novel, Family",['Koo Ekkasit Trakulkasemsuk'],,Thailand,Drama,24,3360,6/5/23,29/7/23,"Saturday, Sunday",GMM One,7.2,39,204,13+ - Teens 13 or older,53828,16761
524dcc1cf5e49bc3fe1a299445a899635910bc4c615e7530fde70c8ad5836b19,Mission Fan-Possible,ภารกิจ (ลับ) ฉบับแฟนด้อม,2023,"A fans group of the Secret Dream idol meet up on the band's fifth anniversary, but the youngest girl of the gang Ninja reveals some bad news. Everyone starts the mission to take her favorite idol Nanai to meet Ninja. ","Music,  Comedy,  Youth","Fan Female Lead, Fan Male Lead, Dancer Supporting Character, Singer Male Lead, Band, Miniseries, Kidnapping, Friendship",['Pass Patthanakumjon'],,Thailand,Drama,10,1980,5/5/23,3/6/23,"Friday, Saturday",,7.8,143,981,Not Yet Rated,43828,7492
77c74841fa69d5891da39208c0f4ba1d064bc6e8f9fb0d39557b1e5c07a668f2,House of Stars,สถาบันปั้นดาว,2023,"Every house has rules. What would they be in the house of the top-country star manager, a place where many top actors are gathered? They have to live together under the house rules and compete for their jobs. They have set their hearts and minds on becoming number one in the industry. But there's always a secret behind the curtain. Will they be able to suppress their desires? Will they be able to conceal their secrets? ","Thriller,  Romance,  Drama","House Setting, Singer Male Lead, Actress Female Lead, Actor Male Lead, Gay Male Lead, Gay Romance, Gun Violence, Bisexual Male Lead, Stalking, Forbidden Love",,,Thailand,Drama,12,2700,1/5/23,17/7/23,Monday,GMM One iQiyi,6.7,1870,7863,18+ Restricted (violence & profanity),8946,1695
945e385a9307373cc9e16b4244d91895df323decb6363a3fbd68312488381379,La Pluie,ฝนตกครั้งนั้นฉันรักเธอ,2023,"Follows the story of a man who dislikes strangers and talking to people unnecessarily. He also suffers from a sensorineural hearing loss when it rains. However, as fate decides, he can only hear one voice when it rains.","Romance,  Drama,  Fantasy","LGBTQ+, Gay Romance, Soulmates, Gay Male Lead, Rainy Setting, Adapted From A Novel, Writer Male Lead, Veterinarian Male Lead, Fated Love, Divorced Parents",,"['Fluke Teerapat Lohanan', 'Tanachot Prapasri']",Thailand,Drama,12,3300,29/4/23,15/7/23,Saturday,GMM One,7.4,4054,10275,18+ Restricted (violence & profanity),5986,1320
8202f6f418385c278b05a93c286220460334a2375576a4ffc5a64cc37594044e,Love Syndrome III: Uncut Version,รักโคตร ๆ โหดอย่างมึง III เวอร์ชั่น uncut,2023,"~~ Adapted from book 3 of the web novel series ""Love Syndrome"" ( ) by Yeo Nim (). ","Romance,  Drama","Adapted From A Web Novel, Gay Male Lead, Unhealthy Mains' Relationship, Gay Romance, Car Accident, Gay Relationship, Mafia, Jealousy, LGBTQ+, Violence",['Marut Sarowat'],['Poy Orachat Brahmasreni'],Thailand,Drama,12,3600,29/4/23,10/6/23,Saturday,WeTV,7.2,894,2287,Not Yet Rated,7330,4411
