drama_id,drama_name,native_name,year,synopsis,genres,tags,director,sc_writer,country,type,tot_eps,ep_duration,start_dt,end_dt,aired_on,org_net,tot_user_score,tot_num_user,tot_watched,content_rt,rank,popularity
1109a8db0eb688487d5ee400ddcd99782fa8ea8911a7425fc5f70f91e7999614,Code: Negai no Daisho,CODE―願いの代償―,2023,"Ninomiya Minato is a detective for the Kanagawa Prefectural Police. When he was a child, his parents died. His life became a mess and he could not trust people, but he then met Yuka and developed a romantic relationship with her. Due to Yuka, Ninomiya Minato was able to trust people again. After 5 years into their relationship, Yuka becomes pregnant. Ninomiya Minato vows to make Yuka and their baby happy, but Yuka suddenly dies in a mysterious accident. Ninomiya Minato tries to find the truth behind her death and finds a mysterious app named Code, which can make any wish come true. Meanwhile, Shiina Kazuki is a magazine reporter. He chases after the mysterious app Code.","Action,  Thriller,  Mystery,  Sci-Fi","MDL Remake, Hacker Supporting Character, Reporter Supporting Character, Detective Male Lead, Heartfelt, Orphan Male Lead, Betrayal, Miniseries, Death, Mobile App","['Kimura Hisashi', 'Mori Junichi']","['Yamada Yoshitatsu', 'Sakai Masaaki']",Japan,Drama,10,3300,2023-07-02,2023-09-03,Sunday,NTV YTV,8.0,37,440,Not Yet Rated,42118,11555
891aefcf03da87b9986345c4fc8fa108538e5b27ad0f7a9a54d512c9484e5cab,Cool Doji Danshi: Bokura no Koibana,『クールドジ男子』～ボクらの恋バナ～,2023,"Spin-off drama by Lemino that focuses on various love stories of the four bumbling boys, told through novelist Igarashi who interviews each of them in order to write a romance for his next project.","Comedy,  Romance,  Life","Short Length Series, Male Centered Plot, Multiple Mains, Miniseries, Web Series",,,Japan,Drama,4,720,2023-06-30,2023-07-21,Friday,,8.2,40,111,Not Yet Rated,40657,99999
f5bf9d25dd118ae2371ae1d7b094b98b2ffb01eb0068560aa5bf7ce0f203993e,Yasashii Neko,やさしい猫,2023,"Miyuki, a single mother and nursery teacher, meets Sri Lankan Kumara while visiting Tohoku as a disaster volunteer. A year later, the two of them who fulfilled a fateful reunion are gradually attracted to each other. Straightforward and charming, Kumara quickly becomes friends with Miyuki's daughter, Maya, and eventually, the three begin to live together like a family. Miyuki and Kumara exchange promises of marriage, but it is short-lived happiness. Shortly after submitting her marriage registration and officially becoming a couple, Kumara is questioned by the police and placed in an immigration facility and ordered to be deported to her home country for overstaying. Kumara and Miyuki are in despair after being suspected of a fake marriage at the oral hearing. Visitation at the immigration office is only for 30 minutes through an acrylic board. Miyuki and Maya are overwhelmed with anger at the unreasonable response and frustration that they can't help, but they visit lawyer Megumi Koichiro with a little hope. The only way to save Kumara is to file a lawsuit, win over the judgment, and obtain special permission to stay. He just wants to live with his family of three... He keeps a small wish in his heart and challenges the battle against the country.",Drama,"Foreigner Male Lead, Teacher Female Lead, Single Mother Female Lead, Illegal Immigrant Male Lead, Miniseries, Adapted From A Novel",['Yanagawa Tsuyoshi'],['Yajima Koichi'],Japan,Drama,5,2940,2023-06-24,2023-07-22,Saturday,NHK G,7.9,5,58,Not Yet Rated,43366,99999
6ddb8dbd26e40e2bc6b6a7f89b0e220b0732a10446d4ae4c6b2c156189943ebe,Rikon Shiyou Yo,離婚しようよ,2023,"Shoji Taishi is a new third-generation lawmaker who comes from a family of politicians and had a sheltered upbringing. The womanising and not particularly intelligent Taishi and his actress wife, Kurosawa Yui, who got her big break through a drama series, have been married for five years. They act like a happily married couple for the sake of their work and public image, but their marriage has already broken down. Taishi and Yui barely have a conversation except when live streaming on social media and do not even see each other at home. Although they have grown disenchanted in their marriage, they cannot get divorced immediately due to pressure from their families and endorsement deals. The couple have no choice but to unite with the unshakeable goal of breaking up. ","Comedy,  Sitcom","Legislator Male Lead, Married Female Lead, Married Male Lead, Actress Female Lead, Politician Male Lead, Miniseries, Web Series","['Kaneko Fuminori', 'Fukuda Ryosuke']","['Kudo Kankuro', 'Oishi Shizuka']",Japan,Drama,9,3600,2023-06-22,2023-06-22,Thursday,Netflix,7.2,528,1458,15+ - Teens 15 or older,7358,5882
fc79123f00e644eac9a64d6cae87727aaf17aec64f9a5a4f799d85b406e5904e,Soredemo Yappari Suki dakara,それでもやっぱり好きだから,2023,"Rina, a first-year university student who has made her long-awaited part-time job debut at a cafe, ends up dating Genki, a third-year university student who is a senior at her part-time job. During their happy time together, Genki is conflicted about whether or not to reveal his secret to Rina.","Romance,  Drama","Café Setting, Waitress Female Lead, Bartender Male Lead, Short Length Series, Miniseries, Web Series",,,Japan,Drama,4,360,2023-06-19,2023-06-25,"Monday, Wednesday, Friday, Sunday",,6.0,8,46,Not Yet Rated,63059,99999
8faef295a018b4ddf8d6804b62ce50f3cceed357f58e13422fea95718290d0fd,Shigatsu no Tokyo wa...,４月の東京は…,2023,"The new employee Kazuma, who returned to Tokyo from America, reunites with his close friend from middle school, Ren, who is currently working as the top designer at their company. It is their first meeting since the abrupt farewell during their third year in middle school, 10 years ago. Ren was his best friend and his first love. He is as strong and good-looking as ever And Kazuma is happy just being with him. However, Ren avoids the subject of their time in middle school rather unnaturally and acts like a friendly former-classmate But hes behaving this way because he is gay, and above all, fears being rejected by Kazuma. Yet one night, the two of them get together again?",Romance,"Office Worker Male Lead, Gay Male Lead, Gay Romance, Long Time Crush, First Love Returns, Friends With Benefits, Flashback To Past, Meet Again, LGBTQ+, Nice Male Lead",,,Japan,Drama,8,1800,2023-06-16,2023-08-04,Friday,MBS,7.6,4320,9486,15+ - Teens 15 or older,4549,1434
44392ba5c948ba52004048c54dfdb90ade9c41e632098ea38d959ae4cca35b4f,"Saraba, Yoki Hi",さらば、佳き日,2023,"""Newlyweds"" Keiichi and Akira Hirose have moved to a new city. Keiichi, who works as an author, and Akira, who works with kindergartners, are hiding a big secret from the people around them. ","Romance,  Drama","Married Female Lead, Married Male Lead, Writer Male Lead, Teacher Female Lead, Brother-Sister Relationship, Secret, Forbidden Love, Miniseries, Newlyweds, Cohabitation",['Shibayama Kenji'],['Kawasaki Izumi'],Japan,Drama,8,3000,2023-06-12,2023-07-31,Monday,TV Tokyo,7.6,49,396,Not Yet Rated,47323,12169
ff0ed68bd1e70f269b165ea44a5b94e03b283c26d5ff159b4ab73607e0140fca,Inu to Kuzu,犬と屑,2023,"Sakuraba Haruma's childhood friend Inukai Shuji was a cut above him in every way imaginable, living out the glamorous life bestowed upon him. Haruma, an unassuming salaryman, has lived his every day clutching onto his inferiority complex, existing only in Shuji's shadow. One day, Haruma coincidentally meets Shuji's wife, Inukai Reika, who Haruma has always secretly admired since his high school days. With feelings of envy, jealousy, and more, a ""secret"" is born from Haruma's repetitive days.","Thriller,  Romance,  Drama","Childhood Friends' Relationship, Classmates' Relationship, Office Worker Male Lead, Pessimistic Male Lead, Miniseries, Adapted From A Manga, Suspense",,['Aso Kumiko'],Japan,Drama,8,1800,2023-06-09,2023-07-28,Friday,MBS,6.9,7,205,Not Yet Rated,57307,16725
9378814114c2d59436d2db3f062cea565f5d3e9b8bcfde16aff93609e360033a,Keiji 7-nin Season 9,刑事7人 シーズン9,2023,"The seven detectives are slowly drifting apart as the detective career begins weighing on them, and at the same time, an anonymous individual starts an exposure channel to whistleblow on the police, accusing them of wrongdoing. ",Mystery,"Miniseries, Investigation",['Hoshino Kazunari'],"['Masahiro Yoshimoto', 'Mori Hayashi']",Japan,Drama,9,3240,2023-06-07,2023-08-09,Wednesday,TV Asahi,6.7,3,33,Not Yet Rated,59513,99999
682c9257bf34c7997cb7f2e2ca6557e097c6cbfd3d51a2c3d8c03b39840a4d18,Mo Ichido Papa to Yoba Reru hi,もう一度パパと呼ばれる日,2023,,"Life,  Drama","Going Through A Divorce, Elementary School, Miniseries, Cancer, Amnesia, Family",,,Japan,Drama,4,1800,2023-06-07,2023-06-28,Wednesday,Fuji TV,6.5,5,52,Not Yet Rated,61019,99999
a2c3030d9b882dadde558546599ec0b5e71d9a8514163eb93edc6db65cd5fb27,Drop,ドロップ,2023,"The story of a 15-year-old junior high school student. Hiroshi transfers from a private school to a public one in order to emulate the delinquents in his manga books. On his first day, he's challenged by the school's most notorious delinquent, Iguchi Tatsuya, and ends up beaten and caught by a detective. He finally gains recognition by winning a one-on-one fight against a student from another school, and joins the ranks of delinquents, leading a life of fighting against other schools. ","Action,  Comedy,  Youth,  Drama","Transfer Student Male Lead, Student Supporting Character, Student Male Lead, School Setting, Delinquent Supporting Character, Delinquent Male Lead, Teenager Supporting Character, Teenager Male Lead, Delinquent School, Adapted From Autobiography",,,Japan,Drama,10,,2023-06-02,2023-08-04,Friday,WOWOW,7.7,33,208,Not Yet Rated,45131,16604
e9e8f835cb5e1fd97638a37c77a38043edfa0ddaa879b9ef9481a893e899e0e2,The Days,THE DAYS,2023,"Depicts the Fukushima Daiichi Nuclear Power Plant accident that occurred in 2011 over a period of 7 days.From the three perspectives of the government, corporate organizations, and those who put their lives on the line. It will approach what really happened on that day and in that place.",Drama,"Miniseries, Web Series, Inspired By Real Events","['Nakata Hideo', 'Nishiura Masaki']",,Japan,Drama,8,3600,2023-06-01,2023-06-01,Thursday,Netflix,8.1,508,1140,Not Yet Rated,1744,6853
70d61a593c4cbba91f646581d769d6255890d499a69e25a5c39acb2a30cb9b74,Ikemen Seven Days,イケメン・セブン・デイズ,2023,"Yuka, a sophomore in high school, has a handsome and kind boyfriend, Sena-kun, whom she just started dating. However, Sena-kun has a unique ability to change his face and personality when he sleeps! This is a slightly mysterious love story between Yuka and Sena-kun, whose face and personality change every day of the week from Monday to Sunday.","Mystery,  Romance","Student Male Lead, Teenager Male Lead, Short Length Series, Multiple Mains, Miniseries, High School, Investigation",,,Japan,Drama,7,300,2023-06-01,2023-07-13,Thursday,TVK,7.2,26,162,Not Yet Rated,53873,99999
bae2a4e1c5fba2d38e1c4d52a2329d2ec70cf92c253a945507cc814ce9543714,Kimi ga Suki.mp4,君が好き.mp4,2023,"""If I tell you that I like you, will this end our friendship?""One-sided love is always a series of choices. I secretly think about you, but an invisible wall called ""friend"" stands in my way. I wanted to break down that wall, but I couldn't...A manager chasing his dream, and the regulars who lost their dreams. All sorts of human dramas take place in this restaurant. Why do sweet-sounding things like love and dreams hurt so much?A short drama series set in a peculiar caf, each depicting a step forward and growing up.","Romance,  Life,  Drama","Part-time Worker Female Lead, Short Length Series, Miniseries, Web Series, Advertisement",,,Japan,Drama,8,600,2023-05-29,2023-07-17,Monday,AbemaTV,6.6,18,141,Not Yet Rated,60507,99999
a7b8d806fc6a748711fcf1988c5800c7dbb3519dc8e401cad47e0b3781e939be,0.5 no Otoko,0.5の男,2023,"The story revolves around the Tachibana family, who live in a 2.5 generation household. In this type of household, the parents and their children live together in a two-generation home, with the addition of a single sibling from the younger generation. The Tachibana family decides to rebuild their old home into a 2.5 generation household, and the 40-year-old unemployed and reclusive protagonist, Masaharu Tachibana, ends up living with his sister and her family. Although Masaharu is revered as a gaming expert in the virtual world, he faces challenges in his new living situation as his sister asks him to help with household chores and his teenage niece rejects him as ""weird."" Having lived life at his own pace until now, Masaharu gradually learns to interact with people and regain a more social lifestyle amidst the changing environment.",Drama,Miniseries,['Tamazawa Kyohei'],,Japan,Drama,5,3600,2023-05-28,2023-06-25,Sunday,WOWOW,8.3,98,281,Not Yet Rated,40102,14418
ecdd63e2c3fd1dbc64fcd2df8291c3931c3404ccebd885d0825c5bdf7e8e75b6,"Aa, Love Hotel: Himitsu Season 2",ああ、ラブホテル〜秘密〜 （シーズン2）,2023,"An anthology drama featuring laughter and tears takes place in a love hotel. With a talented group of directors and a cast of over 50 people, it depicts a range of emotions that occur in the ultimate closed room.","Comedy,  Romance","Hotel Setting, Anthology, Miniseries",,,Japan,Drama,9,1800,2023-05-19,2023-07-14,Friday,WOWOW,7.2,3,72,Not Yet Rated,53561,99999
565dc525db889f2af4077e2a5b7a1e147ad08e7d6c7bd154525e237d533fb06d,"Ashita, Watashi wa Dareka no Kanojo Season 2",明日、私は誰かのカノジョシーズン2,2023,"~~ Adapted from the manga series Ashita, Watashi wa Dareka no Kanojo () by Ano Hinaa (). ","Psychological,  Romance,  Drama","Idol Supporting Character, Fortune-telling, Miniseries, Older Woman/Younger Man, Prostitution, Adapted From A Manga",,,Japan,Drama,7,1440,2023-05-17,2023-06-28,Wednesday,MBS TBS,7.4,65,283,Not Yet Rated,50523,14363
650c1e27544f3049db9f6c84ddfd36c42ab179ad97e338099ed25040f755044c,Sweet Moratorium,スイートモラトリアム,2023,"Kashiwagi Kokoro is a university student. He enjoys his campus life and has begun dating Kamijo Sayo. One day, his ex-girlfriend Omori Ringo, who is the one that decided to end their relationship, visits his home and begins to live there. Kashiwagi Kokoro doesn't tell his new girlfriend Kamijo Sayo about Omori Ringo moving in with him.","Romance,  Drama","Student Male Lead, School Setting, Young Adult Male Lead, Break Up, University, Miniseries, Ex-girlfriend Comes Back, Adapted From A Manga, Love Triangle",,['Kato Ayako'],Japan,Drama,9,1800,2023-05-17,2023-07-12,Wednesday,TBS,6.6,34,232,Not Yet Rated,60047,15764
a958eadca99bb15595586de1b08970f1b2f50b2711ca3c88ebd847567ccb6166,"Kazoku Dakara Aishitan Janakute, Aishita no ga Kazoku Datta",家族だから愛したんじゃなくて、愛したのが家族だった,2023,Follow the daily lives of the Kishida family. ,"Life,  Drama","Student Female Lead, Writer Female Lead, Adapted From An Essay, Down Syndrome, Miniseries, Family",,,Japan,Drama,10,3000,2023-05-14,2023-07-16,Sunday,NHK BSP,8.5,17,206,Not Yet Rated,38641,16666
8b2dbab27acfea2d5b5977a4271a04fd38cf8d7b8308cf46270c4ce58b116ee5,"Bye Bye, My Friend",バイバイ、マイフレンド,2023,"This coming-of-age drama follows Hayakawa Mai, a contract worker with aspirations of becoming a novelist. After her agency terminates her contract, she begins to lose hope in her dreams. However, a chance reunion with her best friend from high school, whom she hasn't seen in ten years, helps her regain her positivity. Despite this, Mai struggles with guilt over her past actions towards her friend.",Drama,Miniseries,,,Japan,Drama,4,1800,2023-05-10,2023-05-31,Wednesday,Fuji TV,8.3,4,51,Not Yet Rated,39672,99999
c853bf027be4d712a9254362946dfbcbfa1e2f5b1556b7d55b7c0b441b8ab04e,Subscribe Kanojo,サブスク彼女,2023,"The story begins when the main character, Tomo, who is liked only by men who have a girlfriend, starts a service called Subscribe Kanojo on SNS. It depicts the intertwined love lives of women who become girlfriends through a monthly subscription system.","Comedy,  Romance","Miniseries, Adapted From A Manga",['Komura Masashi'],,Japan,Drama,8,1800,2023-05-08,2023-06-26,Monday,ABC,7.2,26,193,Not Yet Rated,53361,99999
2b76b9b0fbf9445a26ae7206f6bed3318377f9b10e882d07804834e9df301e87,Sentika F8ABA6 Jisariz,華衛士F8ABA6ジサリス,2023,"Ayuka, an ordinary high school girl who reincarnates in another world after she dies. A mysterious man, Jisariz, who always appears in pursuit of Ayuka. Ayuka's mission is to collect items called Rev Seals. To that end, Ayuka faces various trials.Then, the battle of the hero Sentika unfolds over Ayuka. What is the fate of the world that Ayuka holds? Is Jisariz an enemy or an ally? A shocking fact told by Jisariz to Ayuka will change the peaceful world. ""The only way to return to your original world is for me to kill you or you will kill me."" Ayuka, shake away your tears and resist fate! Jisariz, shout, Mobile Phone Transformation! The world was entrusted to these two!",Tokusatsu,"Short Length Series, Web Series",,,Japan,Drama,12,900,2023-05-07,2023-05-07,Sunday,,7.2,29,77,Not Yet Rated,54295,99999
67b3cf5db1e865377dc39c80ca8e7824fdb49cfdffb64d68efbafab983500850,Seigi no Tenbin Season 2,正義の天秤 season2,2023,"Set 3 months after the end of the first season of ""Justice in a Balance,"" which ends with the disappearance of Takano Kazuya from the Shidanzaka Law Office. Saeki Mei calls Takano Kazuya, but he doesnt show up. Around this time, lawyers from room 1 faced difficult cases, like Kiryu Miyuki requesting a retrial for a case when she was the judge and gave a guilty verdict.","Mystery,  Law,  Drama","Lawyer Male Lead, Smart Male Lead, Miniseries, Adapted From A Novel, Investigation","['Ninomiya Takashi', 'Kataoka Keiji']","['Tanabe Mitsuru', 'Inoue Kiko']",Japan,Drama,5,3000,2023-05-06,2023-06-03,Saturday,NHK,8.1,11,188,Not Yet Rated,41023,99999
727bbbe72408e6aff2fa561fc34b6067ade8ce4bc658931fa5642dd04f6e8739,Sanctuary: Seiiki,サンクチュアリ -聖域-,2023,"Pushed to the brink, delinquent Kiyoshi Oze takes on the world of sumo as a wrestler under the name ""Enno,"" captivating fans with his cocky attitude  and upsetting an industry steeped in tradition. While sumo is known across the globe as a part of traditional Japanese culture and a religious ritual passed down for over 1,500 years, the world of this sport remains veiled in secrecy. Unmotivated to train, often skipping practice and defying his more experienced seniors, Oze is branded as a hopeless case, but he gradually delves deeper into the world of sumo. This human drama depicts Oze and the young people surrounding the world of sumo as they struggle to find their way in life, including Shimizu, who loves the sport but is not blessed with an ideal physique, and Kunishima, a newspaper reporter who gets relegated to covering sumo.","Drama,  Sports","Sumo, Bullied Male Lead, Double Suicide, Rivalry, Miniseries, Infidelity, Poor Family, Death, Coming Of Age, Revenge",['Eguchi Kan'],,Japan,Drama,8,3120,2023-05-04,2023-05-04,Thursday,Netflix,7.8,259,527,18+ Restricted (violence & profanity),3324,10526
2c86c472d1a57523ae63a37017fc58d0d9674ef314341c0fe3d8fb2858dcfc3a,Joosama ni Sasagu Kusuriyubi,女王様に捧ぐ薬指,2023,"Haneda Riku, a 20-year-old university student who aspires to be a novelist, is bewildered by the sudden marriage of his older sister Ayaka, but then he finds a flyer for a New Writer Discovery Contest. The grand prize is 1 million yen! He quickly decides to take on the challenge, but the theme is love, something Riku lacks experience in. So Riku consults his friend Mochizuki Rei, who is reputed to be the most popular guy at school, and on Reis recommendation, he signs up for a matching app. ",Romance,"Age Gap [Drama Life], Age Gap [Real Life], Short Length Series, Miniseries, Older Woman/Younger Man",,,Japan,Drama,6,360,2023-05-02,2023-06-20,Tuesday,Paravi,7.4,227,636,Not Yet Rated,5998,9513
baf7e58f691946a86f49172b911d34c432086cc6f62238a76cf30b9c6ebf0e6c,Nichiyo no Yoru Gurai wa…,日曜の夜ぐらいは…,2023,"Old apartment complexes, rented houses in the suburbs, and cabs running through the cities. These scenes may look ordinary but each has a different story to tell. A daughter who works part-time to support her disabled mother; a woman who has been cut off from her family and continues to work as a cab driver; a granddaughter who lives in a rented house and works at a factory with her grandmother. This is the story of three women, who live far apart from each other and do not know each other's existence until a fateful encounter through a radio program.",Life,Miniseries,['Shinjo Takehiko'],['Okada Yoshikazu'],Japan,Drama,10,3240,2023-04-30,2023-07-02,Sunday,"ABC,  TV Asahi,",8.3,40,420,Not Yet Rated,40083,11808
31bca90e17b1d3658830385b57f401d83cf6ec76cc7370637da4c415aa567200,Bengoshi Sodom,弁護士ソドム,2023,"A legal suspense drama featuring the unconventional lawyer Odagiri Wataru, who specializes in defending fraud victims. The story revolves around Wataru's choice to defend fraudsters for a specific reason, as he strives to win cases against the perpetrators who prey on the vulnerable in court, revealing his true motives along the way.","Thriller,  Mystery,  Law","Morally Ambiguous Male Lead, Lawyer Male Lead, Lawyer Female Lead, Kind Female Lead, Hidden Agenda, Fraud, Orphan Male Lead, Injustice, Miniseries, Mother-Son Relationship",,"['Izumisawa Yoko', 'Miura Hayato']",Japan,Drama,7,3240,2023-04-28,2023-06-16,Friday,TV Tokyo,7.6,23,229,Not Yet Rated,46823,15838
c3a66556d90daa5d2be43c2b7200696f3c07f1e3b345ce4bdd82ccf9072f1f40,Haru wa Mijikashi Koiseyo Danshi.,春は短し恋せよ男子。,2023,"Follow the lives and romantic pursuits of four high school boys, who all have no experience with romance.","Romance,  Youth","Student Supporting Character, Student Male Lead, School Setting, Teenager Supporting Character, Teenager Male Lead, Male Centered Plot, Miniseries, High School, First Love, Adapted From A Manga",['Goto Yosuke'],['Masaike Yosuke'],Japan,Drama,10,1800,2023-04-25,2023-06-27,Tuesday,NTV,7.2,30,293,Not Yet Rated,53871,14107
a8063aad0bba7f74a6fb3f4b2f77c1e0f14eab0e61972cfbbdb97c5ec9683a4a,Last Man: Zenmo no Sosakan,ラストマン－全盲の捜査官－,2023,"Minami Hiromi is an FBI agent visiting Japan from the US for a limited time. Minami lost his sight due to an accident in the past and he is called the ""last man"" in the FBI, referring him as the last trump card to end a case with his strong sense of analysis, smell, and touch. Godo Shintaro has been assigned to attend to Minami. From a family that has served as the Commissioner of the National Police Agency for generations, Godo has an extraordinary sense of justice and is willing to go any lengths to catch the criminals. Minami, who is always ready to ask for help, and Godo, who has never trusted anyone except himself, become a duo and work together to solve cases.",Mystery,"Police Department Setting, Foreigner Male Lead, Detective Fiction, Detective Supporting Character, Detective Male Lead, Investigator Male Lead, Blind Male Lead, Slight Comedy, Hidden Past, Buddy Cop","['Doi Nobuhiro', 'Ishii Yasuharu', 'Hirano Shunichi']",['Kuroiwa Tsutomu'],Japan,Drama,10,3240,2023-04-23,2023-06-25,Sunday,TBS,8.2,71,422,Not Yet Rated,40470,11781
